time,x,y,sst
0,0.015204012,0.114659995,293.12073
0,0.015764013,0.114659995,291.9585
0,0.016324013,0.114659995,292.9034
0,0.016884014,0.114659995,291.26752
0,0.017444015,0.114659995,291.5776
0,0.024724007,0.114659995,292.1929
0,0.009604007,0.114099994,297.71832
0,0.010724008,0.114099994,296.78806
0,0.011284009,0.114099994,297.4351
0,0.011844009,0.114099994,297.3081
0,0.01240401,0.114099994,295.72107
0,0.01296401,0.114099994,295.31573
0,0.013524011,0.114099994,294.22678
0,0.014084011,0.114099994,294.73218
0,0.014644012,0.114099994,293.40393
0,0.015204012,0.114099994,293.49673
0,0.017444015,0.114099994,292.41754
0,0.018004,0.114099994,290.9208
0,0.019124001,0.114099994,289.83917
0,0.020804003,0.114099994,290.75964
0,0.021364003,0.114099994,290.87686
0,0.025844008,0.114099994,292.5567
0,0.026404008,0.114099994,292.6397
0,0.026964009,0.114099994,293.24768
0,0.02752401,0.114099994,293.0182
0,0.02808401,0.114099994,292.5689
0,0.051044002,0.114099994,291.04535
0,0.052164003,0.114099994,289.54373
0,0.052724004,0.114099994,289.35327
0,0.053284004,0.114099994,288.84543
0,0.054404005,0.114099994,291.5117
0,0.054964006,0.114099994,291.89746
0,0.055524006,0.114099994,291.72168
0,0.056084007,0.114099994,290.65466
0,0.009604007,0.113539994,298.19443
0,0.010724008,0.113539994,296.03845
0,0.013524011,0.113539994,294.87625
0,0.014084011,0.113539994,295.16193
0,0.014644012,0.113539994,295.6649
0,0.015204012,0.113539994,294.91043
0,0.015764013,0.113539994,293.2013
0,0.020244002,0.113539994,290.9794
0,0.021364003,0.113539994,290.474
0,0.026404008,0.113539994,294.0241
0,0.026964009,0.113539994,294.00702
0,0.02752401,0.113539994,294.2585
0,0.02808401,0.113539994,293.69208
0,0.02864401,0.113539994,293.2013
0,0.029204011,0.113539994,293.44058
0,0.050484,0.113539994,292.17093
0,0.051044002,0.113539994,291.92676
0,0.051604003,0.113539994,291.58493
0,0.052724004,0.113539994,291.01846
0,0.053284004,0.113539994,291.6484
0,0.053844005,0.113539994,290.0296
0,0.054404005,0.113539994,289.36792
0,0.054964006,0.113539994,291.1186
0,0.055524006,0.113539994,291.38226
0,0.056084007,0.113539994,291.7119
0,0.056644008,0.113539994,293.4088
0,0.010164008,0.11297999,296.92233
0,0.010724008,0.11297999,299.23456
0,0.011284009,0.11297999,295.0838
0,0.011844009,0.11297999,296.67572
0,0.013524011,0.11297999,294.74683
0,0.014084011,0.11297999,294.54663
0,0.014644012,0.11297999,294.67114
0,0.015204012,0.11297999,295.09113
0,0.016324013,0.11297999,293.58463
0,0.016884014,0.11297999,292.49078
0,0.021364003,0.11297999,291.25775
0,0.021924004,0.11297999,292.3565
0,0.026404008,0.11297999,296.70502
0,0.026964009,0.11297999,295.8871
0,0.02752401,0.11297999,295.40607
0,0.02808401,0.11297999,295.09845
0,0.02864401,0.11297999,294.91043
0,0.029204011,0.11297999,294.73462
0,0.030324012,0.11297999,295.2083
0,0.051604003,0.11297999,291.52634
0,0.052164003,0.11297999,292.0708
0,0.052724004,0.11297999,291.98047
0,0.053284004,0.11297999,291.87305
0,0.054404005,0.11297999,289.7171
0,0.054964006,0.11297999,290.7914
0,0.055524006,0.11297999,290.33237
0,0.056084007,0.11297999,293.0426
0,0.056644008,0.11297999,294.54663
0,0.057204008,0.11297999,295.51108
0,0.011844009,0.11241999,295.68933
0,0.016324013,0.11241999,289.45096
0,0.016884014,0.11241999,290.46912
0,0.020804003,0.11241999,291.3432
0,0.026964009,0.11241999,298.13828
0,0.02752401,0.11241999,297.99664
0,0.02864401,0.11241999,297.396
0,0.029204011,0.11241999,295.7699
0,0.029764012,0.11241999,295.64047
0,0.030324012,0.11241999,296.49506
0,0.030884013,0.11241999,296.26797
0,0.052164003,0.11241999,292.3223
0,0.052724004,0.11241999,292.16605
0,0.053284004,0.11241999,292.93515
0,0.053844005,0.11241999,293.1183
0,0.054404005,0.11241999,293.0475
0,0.054964006,0.11241999,293.68228
0,0.055524006,0.11241999,294.4026
0,0.056084007,0.11241999,294.96414
0,0.056644008,0.11241999,295.6478
0,0.008484006,0.11185999,296.21426
0,0.0090440065,0.11185999,296.06775
0,0.010164008,0.11185999,297.75006
0,0.011844009,0.11185999,291.91455
0,0.01240401,0.11185999,291.74854
0,0.01296401,0.11185999,292.67877
0,0.013524011,0.11185999,292.92294
0,0.015764013,0.11185999,290.11264
0,0.016324013,0.11185999,290.4032
0,0.016884014,0.11185999,290.24203
0,0.019124001,0.11185999,291.20404
0,0.019684002,0.11185999,290.96475
0,0.025844008,0.11185999,298.3409
0,0.026964009,0.11185999,297.94293
0,0.02752401,0.11185999,298.06012
0,0.02808401,0.11185999,298.26523
0,0.02864401,0.11185999,298.64612
0,0.029204011,0.11185999,297.17383
0,0.029764012,0.11185999,296.52435
0,0.030324012,0.11185999,296.43646
0,0.030884013,0.11185999,297.04932
0,0.031444013,0.11185999,297.11035
0,0.052724004,0.11185999,292.93027
0,0.053284004,0.11185999,292.48834
0,0.053844005,0.11185999,293.0719
0,0.054404005,0.11185999,294.03143
0,0.054964006,0.11185999,295.68933
0,0.055524006,0.11185999,296.51215
0,0.056084007,0.11185999,296.28262
0,0.056644008,0.11185999,296.3559
0,0.0051240027,0.11129999,299.12714
0,0.0056840032,0.11129999,298.95132
0,0.006244004,0.11129999,296.7636
0,0.007364005,0.11129999,294.7908
0,0.007924005,0.11129999,295.90417
0,0.008484006,0.11129999,297.85992
0,0.010724008,0.11129999,294.029
0,0.011284009,0.11129999,294.6565
0,0.011844009,0.11129999,290.38123
0,0.026964009,0.11129999,297.99908
0,0.02752401,0.11129999,298.29453
0,0.02808401,0.11129999,298.34827
0,0.02864401,0.11129999,298.98306
0,0.029204011,0.11129999,297.34717
0,0.029764012,0.11129999,296.78073
0,0.030324012,0.11129999,298.43616
0,0.030884013,0.11129999,298.1578
0,0.031444013,0.11129999,298.56067
0,0.032004014,0.11129999,298.61926
0,0.04432401,0.11129999,296.4389
0,0.053284004,0.11129999,293.4528
0,0.053844005,0.11129999,294.5564
0,0.054404005,0.11129999,294.03143
0,0.054964006,0.11129999,296.6269
0,0.055524006,0.11129999,296.4389
0,0.056084007,0.11129999,296.59515
0,0.056644008,0.11129999,296.56097
0,0.057204008,0.11129999,296.4926
0,0.05776401,0.11129999,296.2997
0,0.0068040043,0.11073999,296.87595
0,0.007364005,0.11073999,298.0235
0,0.007924005,0.11073999,298.43372
0,0.008484006,0.11073999,298.58997
0,0.0090440065,0.11073999,298.15048
0,0.011284009,0.11073999,292.95712
0,0.011844009,0.11073999,291.16254
0,0.01240401,0.11073999,289.07495
0,0.014084011,0.11073999,292.24417
0,0.026964009,0.11073999,298.77554
0,0.02752401,0.11073999,299.19794
0,0.02808401,0.11073999,298.67053
0,0.02864401,0.11073999,297.59134
0,0.029204011,0.11073999,297.65237
0,0.029764012,0.11073999,298.45813
0,0.030324012,0.11073999,299.52512
0,0.030884013,0.11073999,299.56906
0,0.031444013,0.11073999,299.50314
0,0.032004014,0.11073999,299.33954
0,0.032564014,0.11073999,298.70715
0,0.034804,0.11073999,297.1006
0,0.038164005,0.11073999,297.1006
0,0.04488401,0.11073999,297.04443
0,0.053844005,0.11073999,295.6307
0,0.054404005,0.11073999,295.38654
0,0.054964006,0.11073999,296.73187
0,0.055524006,0.11073999,296.68304
0,0.056084007,0.11073999,296.91013
0,0.056644008,0.11073999,296.7783
0,0.004564002,0.11017999,298.5802
0,0.0051240027,0.11017999,299.37616
0,0.006244004,0.11017999,297.7232
0,0.0068040043,0.11017999,299.0246
0,0.007364005,0.11017999,299.21503
0,0.007924005,0.11017999,299.49582
0,0.008484006,0.11017999,299.11737
0,0.0090440065,0.11017999,298.57532
0,0.009604007,0.11017999,298.72913
0,0.010164008,0.11017999,298.37756
0,0.010724008,0.11017999,297.31543
0,0.014084011,0.11017999,295.45493
0,0.029764012,0.11017999,298.90738
0,0.030324012,0.11017999,299.0539
0,0.030884013,0.11017999,299.4079
0,0.031444013,0.11017999,299.24432
0,0.032004014,0.11017999,299.56906
0,0.032564014,0.11017999,299.12714
0,0.033124015,0.11017999,298.42395
0,0.033684,0.11017999,297.3789
0,0.034804,0.11017999,297.6426
0,0.054404005,0.11017999,296.10684
0,0.054964006,0.11017999,296.75873
0,0.055524006,0.11017999,296.88815
0,0.056084007,0.11017999,296.6928
0,0.0028840005,0.10961999,300.70685
0,0.003444001,0.10961999,300.78012
0,0.0040040016,0.10961999,300.8436
0,0.004564002,0.10961999,300.79477
0,0.0051240027,0.10961999,300.61652
0,0.0056840032,0.10961999,299.70825
0,0.006244004,0.10961999,299.5764
0,0.0068040043,0.10961999,299.75952
0,0.007364005,0.10961999,299.37616
0,0.007924005,0.10961999,299.24432
0,0.008484006,0.10961999,299.2126
0,0.0090440065,0.10961999,298.66077
0,0.009604007,0.10961999,298.31406
0,0.010164008,0.10961999,298.34335
0,0.010724008,0.10961999,298.11874
0,0.011284009,0.10961999,297.96735
0,0.011844009,0.10961999,297.2837
0,0.01240401,0.10961999,296.351
0,0.01296401,0.10961999,296.50726
0,0.013524011,0.10961999,296.246
0,0.014084011,0.10961999,297.52054
0,0.014644012,0.10961999,297.59134
0,0.029764012,0.10961999,299.19305
0,0.030324012,0.10961999,299.42743
0,0.030884013,0.10961999,299.35175
0,0.031444013,0.10961999,299.5178
0,0.032004014,0.10961999,299.1906
0,0.032564014,0.10961999,299.17352
0,0.033124015,0.10961999,298.79996
0,0.033684,0.10961999,297.68903
0,0.046004012,0.10961999,297.99176
0,0.054964006,0.10961999,296.0653
0,0.055524006,0.10961999,297.19824
0,0.056084007,0.10961999,296.4267
0,0.056644008,0.10961999,296.59027
0,0.05832401,0.10961999,296.91257
0,0.002324,0.10905999,300.41388
0,0.0028840005,0.10905999,300.7679
0,0.003444001,0.10905999,300.77524
0,0.0040040016,0.10905999,300.73615
0,0.004564002,0.10905999,300.43097
0,0.0051240027,0.10905999,300.44318
0,0.0056840032,0.10905999,300.2576
0,0.006244004,0.10905999,299.6301
0,0.0068040043,0.10905999,299.84497
0,0.007364005,0.10905999,299.26385
0,0.007924005,0.10905999,298.62903
0,0.0090440065,0.10905999,298.03815
0,0.009604007,0.10905999,297.85748
0,0.010164008,0.10905999,298.02106
0,0.010724008,0.10905999,297.78668
0,0.011284009,0.10905999,298.33603
0,0.011844009,0.10905999,297.02246
0,0.01240401,0.10905999,298.24326
0,0.01296401,0.10905999,298.2994
0,0.013524011,0.10905999,298.59973
0,0.015204012,0.10905999,299.31757
0,0.015764013,0.10905999,298.57776
0,0.016324013,0.10905999,298.16757
0,0.016884014,0.10905999,295.81873
0,0.017444015,0.10905999,297.1787
0,0.029764012,0.10905999,301.05115
0,0.030324012,0.10905999,301.42224
0,0.031444013,0.10905999,299.44455
0,0.032004014,0.10905999,299.5178
0,0.032564014,0.10905999,299.25897
0,0.033124015,0.10905999,299.28583
0,0.033684,0.10905999,299.07343
0,0.034244,0.10905999,299.2541
0,0.054964006,0.10905999,296.72943
0,0.055524006,0.10905999,295.94568
0,0.056084007,0.10905999,296.8784
0,0.056644008,0.10905999,296.69525
0,0.05832401,0.10905999,296.17032
0,0.0028840005,0.10849999,300.80698
0,0.003444001,0.10849999,300.868
0,0.0040040016,0.10849999,300.57013
0,0.004564002,0.10849999,300.25516
0,0.0051240027,0.10849999,300.1868
0,0.0056840032,0.10849999,300.0598
0,0.006244004,0.10849999,299.49338
0,0.0068040043,0.10849999,298.944
0,0.007364005,0.10849999,297.2422
0,0.007924005,0.10849999,298.16757
0,0.008484006,0.10849999,299.39813
0,0.0090440065,0.10849999,298.6803
0,0.009604007,0.10849999,298.92447
0,0.010164008,0.10849999,299.0905
0,0.011284009,0.10849999,299.1491
0,0.011844009,0.10849999,298.50696
0,0.01240401,0.10849999,298.34827
0,0.01296401,0.10849999,299.1076
0,0.013524011,0.10849999,298.56067
0,0.014084011,0.10849999,298.78287
0,0.014644012,0.10849999,298.89273
0,0.015204012,0.10849999,298.40686
0,0.015764013,0.10849999,298.33603
0,0.016324013,0.10849999,297.8941
0,0.016884014,0.10849999,297.66458
0,0.017444015,0.10849999,297.5181
0,0.018004,0.10849999,297.4351
0,0.018564,0.10849999,298.86343
0,0.021364003,0.10849999,298.9318
0,0.022484004,0.10849999,298.94888
0,0.023044005,0.10849999,298.0235
0,0.024164006,0.10849999,299.71313
0,0.030324012,0.10849999,301.32703
0,0.032004014,0.10849999,301.3661
0,0.033124015,0.10849999,299.4421
0,0.033684,0.10849999,299.3908
0,0.04488401,0.10849999,300.08667
0,0.053284004,0.10849999,299.40057
0,0.055524006,0.10849999,297.54984
0,0.056644008,0.10849999,296.77097
0,-0.0021559894,0.107939996,303.95667
0,0.003444001,0.107939996,300.79233
0,0.0040040016,0.107939996,300.28934
0,0.004564002,0.107939996,300.08423
0,0.0051240027,0.107939996,300.01587
0,0.0056840032,0.107939996,299.3957
0,0.006244004,0.107939996,298.07233
0,0.0068040043,0.107939996,298.34827
0,0.007364005,0.107939996,298.39465
0,0.007924005,0.107939996,298.5802
0,0.008484006,0.107939996,299.31024
0,0.0090440065,0.107939996,299.86694
0,0.009604007,0.107939996,299.38593
0,0.010164008,0.107939996,299.55685
0,0.010724008,0.107939996,298.87564
0,0.011284009,0.107939996,299.21014
0,0.011844009,0.107939996,299.41766
0,0.01240401,0.107939996,298.87076
0,0.01296401,0.107939996,298.77066
0,0.013524011,0.107939996,299.12225
0,0.014084011,0.107939996,298.89517
0,0.014644012,0.107939996,298.75354
0,0.015204012,0.107939996,299.0661
0,0.015764013,0.107939996,299.15887
0,0.016324013,0.107939996,298.83414
0,0.016884014,0.107939996,299.01483
0,0.017444015,0.107939996,298.17245
0,0.018004,0.107939996,298.10654
0,0.018564,0.107939996,298.2042
0,0.019124001,0.107939996,298.78775
0,0.021364003,0.107939996,298.48987
0,0.021924004,0.107939996,298.38
0,0.022484004,0.107939996,298.91714
0,0.025844008,0.107939996,301.0243
0,0.026404008,0.107939996,302.18893
0,0.030324012,0.107939996,301.26843
0,0.030884013,0.107939996,301.3197
0,0.031444013,0.107939996,301.2611
0,0.033684,0.107939996,301.25378
0,0.034804,0.107939996,300.78745
0,0.053844005,0.107939996,299.05878
0,0.054404005,0.107939996,298.9269
0,-0.0004759878,0.107379995,303.14606
0,0.003444001,0.107379995,300.64093
0,0.0040040016,0.107379995,300.09155
0,0.004564002,0.107379995,300.15018
0,0.0051240027,0.107379995,299.3542
0,0.0056840032,0.107379995,298.87564
0,0.006244004,0.107379995,298.21152
0,0.0068040043,0.107379995,298.44348
0,0.007364005,0.107379995,298.18222
0,0.007924005,0.107379995,299.28094
0,0.008484006,0.107379995,299.15643
0,0.0090440065,0.107379995,299.6008
0,0.009604007,0.107379995,299.80835
0,0.010164008,0.107379995,300.13797
0,0.010724008,0.107379995,299.95728
0,0.011284009,0.107379995,300.1575
0,0.011844009,0.107379995,300.34552
0,0.01240401,0.107379995,300.2576
0,0.01296401,0.107379995,300.199
0,0.013524011,0.107379995,300.17215
0,0.015204012,0.107379995,299.24677
0,0.015764013,0.107379995,299.21747
0,0.016324013,0.107379995,299.85718
0,0.016884014,0.107379995,299.49826
0,0.017444015,0.107379995,299.30048
0,0.018004,0.107379995,298.88785
0,0.018564,0.107379995,298.90494
0,0.019124001,0.107379995,299.049
0,0.019684002,0.107379995,298.9025
0,0.020244002,0.107379995,299.45187
0,0.025844008,0.107379995,302.18405
0,0.026964009,0.107379995,301.84955
0,0.02752401,0.107379995,301.75433
0,0.04376401,0.107379995,300.28934
0,0.053844005,0.107379995,298.5387
0,0.054404005,0.107379995,299.03192
0,-0.0032759905,0.106819995,303.51962
0,-0.0004759878,0.106819995,300.69708
0,0.0017640144,0.106819995,301.23914
0,0.0028840005,0.106819995,300.92172
0,0.003444001,0.106819995,300.75323
0,0.0040040016,0.106819995,300.2747
0,0.004564002,0.106819995,300.03784
0,0.0051240027,0.106819995,299.67648
0,0.0056840032,0.106819995,299.16864
0,0.006244004,0.106819995,299.4836
0,0.0068040043,0.106819995,299.96216
0,0.007364005,0.106819995,299.60812
0,0.007924005,0.106819995,299.79858
0,0.008484006,0.106819995,300.16483
0,0.0090440065,0.106819995,300.66534
0,0.009604007,0.106819995,300.0647
0,0.010164008,0.106819995,300.15506
0,0.010724008,0.106819995,300.5799
0,0.011284009,0.106819995,300.11356
0,0.011844009,0.106819995,300.13553
0,0.01240401,0.106819995,300.29666
0,0.01296401,0.106819995,300.1575
0,0.013524011,0.106819995,299.63742
0,0.014084011,0.106819995,299.34686
0,0.014644012,0.106819995,299.52756
0,0.015764013,0.106819995,299.71802
0,0.016324013,0.106819995,299.3664
0,0.016884014,0.106819995,299.74
0,0.017444015,0.106819995,299.8816
0,0.018004,0.106819995,299.83276
0,0.018564,0.106819995,299.73267
0,0.019124001,0.106819995,299.5886
0,0.019684002,0.106819995,299.56174
0,0.020244002,0.106819995,299.57394
0,0.020804003,0.106819995,299.59592
0,0.021364003,0.106819995,299.95728
0,0.023044005,0.106819995,299.95728
0,0.023604006,0.106819995,300.3797
0,0.024164006,0.106819995,300.30643
0,0.024724007,0.106819995,300.51398
0,0.025284007,0.106819995,301.52725
0,0.025844008,0.106819995,302.4746
0,0.04488401,0.106819995,300.23563
0,0.046004012,0.106819995,300.15506
0,0.046564013,0.106819995,300.1282
0,0.047684014,0.106819995,299.44943
0,0.049924,0.106819995,299.90845
0,0.05888401,0.106819995,298.87076
0,8.401275e-05,0.106259994,298.76334
0,0.0006440133,0.106259994,301.454
0,0.0012040138,0.106259994,301.6933
0,0.0017640144,0.106259994,300.973
0,0.002324,0.106259994,300.71417
0,0.0028840005,0.106259994,300.4798
0,0.003444001,0.106259994,300.2698
0,0.0040040016,0.106259994,299.5593
0,0.004564002,0.106259994,300.00366
0,0.0051240027,0.106259994,299.64474
0,0.0056840032,0.106259994,299.8401
0,0.006244004,0.106259994,299.7058
0,0.0068040043,0.106259994,300.43585
0,0.007364005,0.106259994,300.57013
0,0.007924005,0.106259994,300.72394
0,0.008484006,0.106259994,300.88266
0,0.0090440065,0.106259994,300.8265
0,0.009604007,0.106259994,300.7728
0,0.010164008,0.106259994,300.52618
0,0.010724008,0.106259994,300.72394
0,0.011284009,0.106259994,300.3919
0,0.011844009,0.106259994,300.63605
0,0.01240401,0.106259994,300.409
0,0.01296401,0.106259994,299.85718
0,0.013524011,0.106259994,299.87915
0,0.014084011,0.106259994,299.8059
0,0.014644012,0.106259994,300.12576
0,0.015204012,0.106259994,300.6043
0,0.015764013,0.106259994,300.38947
0,0.016324013,0.106259994,300.30643
0,0.016884014,0.106259994,299.73755
0,0.017444015,0.106259994,299.87427
0,0.018004,0.106259994,300.0061
0,0.018564,0.106259994,300.0476
0,0.019124001,0.106259994,299.823
0,0.019684002,0.106259994,299.78638
0,0.020244002,0.106259994,299.66916
0,0.020804003,0.106259994,299.99878
0,0.021364003,0.106259994,300.10623
0,0.021924004,0.106259994,299.93774
0,0.023044005,0.106259994,300.05005
0,0.023604006,0.106259994,300.3284
0,0.025284007,0.106259994,303.04596
0,0.025844008,0.106259994,302.88724
0,0.026404008,0.106259994,302.53564
0,0.026964009,0.106259994,301.6664
0,0.048244014,0.106259994,298.61438
0,0.048804015,0.106259994,298.42395
0,0.049364,0.106259994,298.39954
0,0.049924,0.106259994,299.94995
0,0.052164003,0.106259994,298.3678
0,0.053844005,0.106259994,298.45813
0,0.054404005,0.106259994,298.54602
0,0.054964006,0.106259994,298.53625
0,0.055524006,0.106259994,298.66565
0,0.056084007,0.106259994,298.9025
0,0.056644008,0.106259994,298.83658
0,0.057204008,0.106259994,298.33115
0,0.05776401,0.106259994,298.40686
0,0.05832401,0.106259994,298.5387
0,0.05888401,0.106259994,298.83414
0,0.05944401,0.106259994,298.82193
0,8.401275e-05,0.10569999,299.81323
0,0.0006440133,0.10569999,301.5834
0,0.0012040138,0.10569999,301.57364
0,0.0017640144,0.10569999,301.07068
0,0.002324,0.10569999,300.7337
0,0.0028840005,0.10569999,300.18436
0,0.003444001,0.10569999,300.1575
0,0.0040040016,0.10569999,299.6716
0,0.004564002,0.10569999,300.00854
0,0.0051240027,0.10569999,299.7229
0,0.0056840032,0.10569999,299.73022
0,0.006244004,0.10569999,299.7766
0,0.0068040043,0.10569999,299.89868
0,0.007364005,0.10569999,300.8436
0,0.007924005,0.10569999,300.6678
0,0.008484006,0.10569999,300.99252
0,0.0090440065,0.10569999,300.6751
0,0.009604007,0.10569999,300.42853
0,0.010164008,0.10569999,300.73126
0,0.010724008,0.10569999,300.785
0,0.011284009,0.10569999,300.80453
0,0.011844009,0.10569999,300.9388
0,0.01240401,0.10569999,301.0121
0,0.01296401,0.10569999,301.06824
0,0.013524011,0.10569999,301.05115
0,0.014084011,0.10569999,300.87534
0,0.015204012,0.10569999,300.9022
0,0.015764013,0.10569999,301.0365
0,0.016324013,0.10569999,300.9437
0,0.016884014,0.10569999,301.3075
0,0.017444015,0.10569999,301.41736
0,0.018004,0.10569999,300.7386
0,0.018564,0.10569999,299.95972
0,0.019124001,0.10569999,299.66183
0,0.019684002,0.10569999,299.93042
0,0.020244002,0.10569999,299.87183
0,0.020804003,0.10569999,299.9768
0,0.021364003,0.10569999,300.1331
0,0.021924004,0.10569999,300.17215
0,0.022484004,0.10569999,300.2283
0,0.023044005,0.10569999,300.26736
0,0.023604006,0.10569999,300.54816
0,0.048804015,0.10569999,299.0783
0,0.049364,0.10569999,300.0891
0,0.054964006,0.10569999,298.76086
0,0.055524006,0.10569999,298.68274
0,0.056084007,0.10569999,298.7511
0,0.056644008,0.10569999,298.6095
0,0.057204008,0.10569999,298.64368
0,0.05776401,0.10569999,298.6266
0,0.05832401,0.10569999,298.78775
0,0.05888401,0.10569999,298.39954
0,-0.0004759878,0.10513999,304.0421
0,8.401275e-05,0.10513999,300.29666
0,0.0006440133,0.10513999,301.5541
0,0.0012040138,0.10513999,300.90463
0,0.0017640144,0.10513999,300.868
0,0.002324,0.10513999,300.1697
0,0.0028840005,0.10513999,300.24295
0,0.003444001,0.10513999,300.16238
0,0.0040040016,0.10513999,300.27225
0,0.004564002,0.10513999,300.19168
0,0.0051240027,0.10513999,300.0476
0,0.0056840032,0.10513999,299.90112
0,0.006244004,0.10513999,300.12332
0,0.0068040043,0.10513999,300.07202
0,0.007364005,0.10513999,300.48712
0,0.007924005,0.10513999,301.05115
0,0.008484006,0.10513999,301.0365
0,0.0090440065,0.10513999,301.0487
0,0.009604007,0.10513999,301.1317
0,0.010164008,0.10513999,300.97543
0,0.010724008,0.10513999,301.25867
0,0.011284009,0.10513999,302.16696
0,0.011844009,0.10513999,302.55273
0,0.01240401,0.10513999,302.64795
0,0.01296401,0.10513999,302.10593
0,0.016324013,0.10513999,301.32214
0,0.016884014,0.10513999,301.03406
0,0.017444015,0.10513999,301.22205
0,0.018004,0.10513999,300.96567
0,0.018564,0.10513999,300.86557
0,0.019124001,0.10513999,301.3197
0,0.019684002,0.10513999,300.94125
0,0.020244002,0.10513999,300.56525
0,0.021924004,0.10513999,300.22342
0,0.022484004,0.10513999,300.29178
0,0.023044005,0.10513999,300.51398
0,0.023604006,0.10513999,300.7728
0,0.024164006,0.10513999,301.9057
0,0.024724007,0.10513999,302.09125
0,0.046564013,0.10513999,300.116
0,0.047684014,0.10513999,299.823
0,0.048244014,0.10513999,299.75464
0,0.048804015,0.10513999,299.6545
0,0.049364,0.10513999,299.8645
0,0.050484,0.10513999,299.56174
0,0.054964006,0.10513999,298.76578
0,0.055524006,0.10513999,298.9684
0,0.056084007,0.10513999,298.87808
0,0.056644008,0.10513999,298.47034
0,0.057204008,0.10513999,298.68518
0,0.05776401,0.10513999,298.74622
0,0.05832401,0.10513999,298.3116
0,-0.0021559894,0.10457999,304.2228
0,-0.0010359883,0.10457999,302.47705
0,-0.0004759878,0.10457999,300.26004
